Code,Name,Country,Exchange,Currency,Type,Isin
FLCBX,FIDELITY ADVISOR LEVERAGED COMPANY STOCK FUND CLASS B,USA,NMFQS,USD,FUND,
FLCCX,FIDELITY ADVISOR LARGE CAP FUND CLASS C,USA,NMFQS,USD,FUND,US3158057477
FLCDX,FIDELITY LARGE CAP VALUE INDEX FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US31635V7111
FLCEX,FIDELITY LARGE CAP CORE ENHANCED INDEX FUND FIDELITY LARGE CAP CORE ENHANCED INDEX FUND,USA,NMFQS,USD,FUND,US31606X1000
FLCFX,NUVEEN LARGE CAP GROWTH OPPORTUNITIES FUND CLASS R6,USA,NMFQS,USD,FUND,
FLCHF,Fletchers Fine Foods Ltd,USA,NASDAQ,USD,Common Stock,
FLCHX,FIDELITY LARGE CAP VALUE INDEX FUND PREMIUM CLASS,USA,NMFQS,USD,FUND,US31635V6956
FLCIX,FRANKLIN LARGE CAP EQUITY FUND ADVISOR CLASS,USA,NMFQS,USD,FUND,
FLCLF,Freshlocal Solutions Inc,USA,PINK,USD,Common Stock,
FLCLX,Fidelity Flex Large Cap Growth Fund,USA,NMFQS,USD,FUND,US3163893528
FLCMLX,FLCMLX,USA,NMFQS,USD,Mutual Fund,
FLCMX,FIDELITY LARGE CAP VALUE INDEX FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US31635V6873
FLCN,Eco-Growth Strategies Inc,USA,NASDAQ,USD,Common Stock,
FLCR,FullCircle Registry Inc,USA,PINK,USD,Common Stock,US3596821013
FLCRD,Galaxy Next Generation Inc,USA,PINK,USD,Common Stock,
FLCRX,FRANKLIN LARGE CAP VALUE FUND CLASS R,USA,NMFQS,USD,FUND,
FLCVX,FRANKLIN LARGE CAP VALUE FUND CLASS C,USA,NMFQS,USD,FUND,
FLCXD,flooidCX Corp,USA,OTCQB,USD,Common Stock,
FLCYX,NUVEEN LARGE CAP GROWTH OPPORTUNITIES FUND CLASS R3,USA,NMFQS,USD,FUND,
FLD1,Full Line Distributors Inc,USA,NYSE,USD,Common Stock,
FLDAZX,FLDAZX,USA,NMFQS,USD,Mutual Fund,
FLDD,FTAC Emerald Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
FLDDU,FTAC Emerald Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
FLDI,Folkup Development Inc,USA,PINK,USD,Common Stock,US34431P1021
FLDKX,FIRST INVESTORS LIMITED DURATION HIGH QUALITY BOND FUND CLASS A,USA,NMFQS,USD,FUND,US24611D4584
FLDLX,FIRST INVESTORS LIMITED DURATION HIGH QUALITY BOND FUND ADVISOR CLASS,USA,NMFQS,USD,FUND,US24611D4410
FLDM,Fluidigm Corporation,USA,NASDAQ,USD,Common Stock,US34385P1084
FLDMX,FIRST INVESTORS LIMITED DURATION HIGH QUALITY BOND FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US24611D4337
FLDPF,Frontline Gold Corporation,USA,PINK,USD,Common Stock,
FLDR1,Flanders Corp,USA,NASDAQ,USD,Common Stock,
FLEBZX,FLEBZX,USA,NMFQS,USD,Mutual Fund,
FLEH,Franklin FTSE Europe Hedged ETF,USA,NYSE ARCA,USD,ETF,US35473P6455
FLEIFX,FLEIFX,USA,NMFQS,USD,Mutual Fund,
FLEIX,AdvisorOne CLS Flexible Income Fund Class T,USA,NMFQS,USD,FUND,US00764F2359
FLEOGX,FLEOGX,USA,NMFQS,USD,FUND,
FLESD,The 4Less Group Inc,USA,OTCQB,USD,Common Stock,
FLESKX,FLESKX,USA,NMFQS,USD,FUND,
FLEUMX,FLEUMX,USA,NMFQS,USD,FUND,
FLEURX,FLEURX,USA,NMFQS,USD,Mutual Fund,
FLEWOX,FLEWOX,USA,NMFQS,USD,FUND,
FLF,Federal Life Group Inc,USA,NASDAQ,USD,Common Stock,
FLFASX,FLFASX,USA,NMFQS,USD,FUND,
FLFAX,FIDELITY LATIN AMERICA FUND FIDELITY ADVISOR LATIN AMERICA FUND: CLASS A,USA,NMFQS,USD,FUND,US31618H7136
FLFBX,FIDELITY LATIN AMERICA FUND FIDELITY ADVISOR LATIN AMERICA FUND: CLASS B,USA,NMFQS,USD,FUND,
FLFC,First Liberty Financial Corp,USA,NASDAQ,USD,Common Stock,
FLFCX,FIDELITY LATIN AMERICA FUND FIDELITY ADVISOR LATIN AMERICA FUND: CLASS C,USA,NMFQS,USD,FUND,US31618H6898
FLFEWX,FT 8968: Municipal Income Opportunities Closed-End Portfolio Series 64,USA,NMFQS,USD,FUND,
FLFF,Trans American Rubber Inc,USA,OTCGREY,USD,Common Stock,
FLFFBX,FLFFBX,USA,NMFQS,USD,Mutual Fund,
FLFG,Federal Life Group Inc,USA,PINK,USD,Common Stock,US3135331011
FLFIX,FIDELITY LATIN AMERICA FUND FIDELITY ADVISOR LATIN AMERICA FUND: CLASS I,USA,NMFQS,USD,FUND,US31618H6716
FLFJAX,FLFJAX,USA,NMFQS,USD,FUND,
FLFLCX,FLFLCX,USA,NMFQS,USD,FUND,
FLFLHX,FLFLHX,USA,NMFQS,USD,Mutual Fund,
FLFR,Franklin FTSE France ETF,USA,NYSE ARCA,USD,ETF,US35473P7933
FLFTX,FIDELITY LATIN AMERICA FUND FIDELITY ADVISOR LATIN AMERICA FUND: CLASS T,USA,NMFQS,USD,FUND,US31618H6633
FLFV,Feutune Light Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
FLFVR,Feutune Light Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
FLFVU,Feutune Light Acquisition Corporation Unit,USA,NASDAQ,USD,Unit,US31561T2015
FLFVW,Feutune Light Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
FLG_old,Focus Morningstar Large Cap Index ETF,USA,NYSE,USD,ETF,
FLGC,Flora Growth Corp,USA,NASDAQ,USD,Common Stock,CA3397641026
FLGDF,FluoGuide A/S,USA,PINK,USD,Common Stock,
FLGDX,Franklin Global Listed Infrastructure Fund,USA,NMFQS,USD,FUND,
FLGE,Credit Suisse FI Large Cap Growth Enhanced ETN,USA,NYSE ARCA,USD,ETF,US22542D4236
FLGEX,FIDELITY LARGE CAP GROWTH ENHANCED INDEX FUND FIDELITY LARGE CAP GROWTH ENHANCED INDEX FUND,USA,NMFQS,USD,FUND,US31606X3089
FLGHYX,FT 9130: Health Care Select Portfolio Series 61 - Cash,USA,NMFQS,USD,FUND,
FLGIX,FRANKLIN GLOBAL LISTED INFRASTRUCTURE FUND CLASS A,USA,NMFQS,USD,FUND,US3535336230
FLGKFX,FLGKFX,USA,NMFQS,USD,Mutual Fund,
FLGMCX,FLGMCX,USA,NMFQS,USD,FUND,
FLGMF,Flagship Communities Real Estate Investment Trust,USA,PINK,USD,Common Stock,
FLGQLX,FLGQLX,USA,NMFQS,USD,Mutual Fund,
FLGRX,Franklin Global Listed Infrastructure Fund,USA,NMFQS,USD,FUND,
FLGWMX,FT 9261: Strategic Income Advantage Select Closed-End Portfolio Series 97 - Cash,USA,NMFQS,USD,FUND,
FLGYOX,FLGYOX,USA,NMFQS,USD,FUND,
FLGZX,Franklin Global Listed Infrastructure Fu,USA,NMFQS,USD,FUND,
FLHI,Fast Lane Holdings Inc,USA,PINK,USD,Common Stock,
FLHID,Blubuzzard Inc,USA,PINK,USD,Common Stock,
FLHK,Franklin FTSE Hong Kong ETF,USA,NYSE ARCA,USD,ETF,US35473P7776
FLHNHX,FLHNHX,USA,NMFQS,USD,Mutual Fund,
FLHTIX,FT 9395: Balanced Income Select Portfolio Series 102 - Cash,USA,NMFQS,USD,FUND,
FLHVKX,FT 9361: FTP Virtual Economy Portfolio Series 3 - Cash,USA,NMFQS,USD,FUND,
FLI,Chc Helicopter Corp,USA,NASDAQ,USD,Common Stock,
FLIC,First of Long Island Corp,USA,NASDAQ,USD,Common Stock,US3207341062
FLILX,STRATEGIC ADVISERS EMERGING MARKETS FUND OF FUNDS STRATEGIC ADVISERS EMERGING MARKETS FUND OF FUNDS,USA,NMFQS,USD,FUND,US31635R7448
FLIO,Franklin Liberty International Opportunities ETF,USA,NYSE ARCA,USD,ETF,US35473P7024
FLIR,FLIR Systems Inc.,USA,NASDAQ,USD,Common Stock,US3024451011
FLIUIX,FLIUIX,USA,NMFQS,USD,Mutual Fund,
FLIUNX,FLIUNX,USA,NMFQS,USD,Mutual Fund,
FLIVF,F&C Investment Trust PLC,USA,PINK,USD,Common Stock,GB0003466074
FLIWPX,FLIWPX,USA,NMFQS,USD,Mutual Fund,
FLIY,Franklin FTSE Italy ETF,USA,NYSE ARCA,USD,ETF,US35473P7511
FLJ,FLJ Group Ltd,USA,NASDAQ,USD,Common Stock,
FLJEXX,FLJEXX,USA,NMFQS,USD,Mutual Fund,
FLJGUX,FLJGUX,USA,NMFQS,USD,Mutual Fund,
FLJGZX,FLJGZX,USA,NMFQS,USD,Mutual Fund,
FLJLDX,FLJLDX,USA,NMFQS,USD,Mutual Fund,
FLJPHX,FLJPHX,USA,NMFQS,USD,Mutual Fund,
FLJRJX,FLJRJX,USA,NMFQS,USD,Mutual Fund,
FLJTLX,FLJTLX,USA,NMFQS,USD,Mutual Fund,
FLJVNX,FLJVNX,USA,NMFQS,USD,Mutual Fund,
FLJXPX,FLJXPX,USA,NMFQS,USD,Mutual Fund,
FLK,Fluke Corp,USA,NYSE,USD,Common Stock,
FLKDF,FIH group plc,USA,PINK,USD,Common Stock,
FLKFXX,FLKFXX,USA,NMFQS,USD,Mutual Fund,
FLKKF,Frankly Inc,USA,OTCGREY,USD,Common Stock,
FLKM,FlikMedia Inc,USA,OTCCE,USD,Common Stock,
FLKMDX,FLKMDX,USA,NMFQS,USD,Mutual Fund,
FLKS,Flex Pharma Inc,USA,NASDAQ,USD,Common Stock,US79400X1072
FLKSJX,FLKSJX,USA,NMFQS,USD,Mutual Fund,
FLKY,First Lancaster Bancshares Inc,USA,NASDAQ,USD,Common Stock,
FLKYPX,FLKYPX,USA,NMFQS,USD,Mutual Fund,
FLLC,Fellazo Inc,USA,NASDAQ,USD,Common Stock,
FLLCR,Fellazo Inc,USA,NASDAQ,USD,Common Stock,
FLLCU,Fellazo Inc,USA,NASDAQ,USD,Common Stock,
FLLCW,Fellazo Inc,USA,NASDAQ,USD,Common Stock,
FLLHF,Fullshare Holdings Limited,USA,PINK,USD,Common Stock,
FLLIY,Folli Follie Commercial Manufacturing and Technical SA ADR,USA,PINK,USD,Common Stock,US3443361023
FLLLD,Ultra Brands Ltd.,USA,OTCGREY,USD,Common Stock,
FLLXIX,FLLXIX,USA,NMFQS,USD,Mutual Fund,
FLLZ,Fellazo Corp,USA,PINK,USD,Common Stock,
FLM,First Trust Global Engineering and Construction ETF,USA,NYSE ARCA,USD,ETF,US33736M1036
FLMCX,NUVEEN MICHIGAN MUNICIPAL BOND FUND NUVEEN MICHIGAN MUNICIPAL BOND FUND - CLASS C2,USA,NMFQS,USD,FUND,US67065R8381
FLME,Flame Acquisition Corp,USA,NYSE,USD,Common Stock,US33850F1084
FLME-U,FLME-U,USA,NYSE,USD,Common Stock,
FLME-WS,FLME-WS,USA,NYSE,USD,Common Stock,
FLMHSX,FLMHSX,USA,NMFQS,USD,Mutual Fund,
FLMIQ,Fleming Companies Inc,USA,NYSE,USD,Common Stock,
FLMK,Foilmark Inc,USA,NASDAQ,USD,Common Stock,
FLMLX,FIDELITY ADVISOR SERIES EQUITY-INCOME FUND FIDELITY ADVISOR SERIES EQUITY-INCOME FUND,USA,NMFQS,USD,FUND,
FLMMF,Filo Mining Corp,USA,OTCQX,USD,Common Stock,
FLMN,Falcon Minerals Corp Class A,USA,NASDAQ,USD,Common Stock,US30607B1098
FLMNW,Falcon Minerals Corporation WT EXP 072122,USA,NASDAQ,USD,Common Stock,
FLMZF,Aftermath Silver Ltd,USA,OTCGREY,USD,Common Stock,
FLNA_old,FuelNation Inc,USA,OTCMKTS,USD,Common Stock,US3595282050
FLNDF,Flinders Mines Limited,USA,PINK,USD,Common Stock,
FLNISX,FLNISX,USA,NMFQS,USD,Mutual Fund,
FLOBF,Flow Beverage Corp,USA,PINK,USD,Common Stock,
FLOCF,Freshlocal Solutions Inc,USA,PINK,USD,Common Stock,
FLODHX,FLODHX,USA,NMFQS,USD,FUND,
FLOFJX,FLOFJX,USA,NMFQS,USD,FUND,
FLOJNX,FLOJNX,USA,NMFQS,USD,FUND,
FLOLPX,FLOLPX,USA,NMFQS,USD,FUND,
FLONF,Flower One Holdings Inc,USA,PINK,USD,Common Stock,
FLONRX,FLONRX,USA,NMFQS,USD,FUND,
FLORVX,FLORVX,USA,NMFQS,USD,FUND,
FLOTXX,FT 8963: New York Municipal Income Select Closed-End Portfolio Series 60,USA,NMFQS,USD,FUND,
FLOVZX,FLOVZX,USA,NMFQS,USD,FUND,
FLOW_old,SPX FLOW Inc,USA,NYSE,USD,Common Stock,US78469X1072
FLOW1,Flow International Corp,USA,NASDAQ,USD,Common Stock,
FLPADX,FLPADX,USA,NMFQS,USD,FUND,
FLPC,First Liberty Power Corp,USA,OTCMKTS,USD,Common Stock,
FLPCFX,FT 9124: Municipal Income Select Closed-End Portfolio Series 118,USA,NMFQS,USD,FUND,
FLPCKX,FLPCKX,USA,NMFQS,USD,Mutual Fund,
FLPZBX,FT 9155: Utilities Select Portfolio Series 58 - Cash,USA,NMFQS,USD,FUND,
FLQBDX,FLQBDX,USA,NMFQS,USD,FUND,
FLQD,Franklin LibertyQ Global Dividend ETF,USA,NYSE ARCA,USD,ETF,US35473P3064
FLQDFX,FT 9175: U.S. Equity Closed-End Portfolio Series 37 - Cash,USA,NMFQS,USD,FUND,
FLQE,Franklin LibertyQ Emerging Markets ETF,USA,NYSE ARCA,USD,ETF,US35473P2074
FLQG,Franklin LibertyQ Global Equity ETF,USA,NYSE ARCA,USD,ETF,US35473P4054
FLQH,Franklin LibertyQ International Equity Hedged ETF,USA,NYSE ARCA,USD,ETF,US35473P1084
FLQPRX,FT 9250: Onefolio Portfolio Series 2 - Cash,USA,NMFQS,USD,FUND,
FLRAP,Fluor Corporation,USA,PINK,USD,Common Stock,
FLRE1,Floware Wireless Systems Ltd,USA,NASDAQ,USD,Common Stock,
FLRKX,PIONEER FLOATING RATE FUND PIONEER FLOATING RATE FUND: CLASS K,USA,NMFQS,USD,FUND,
FLRMNX,FT 9388: Senior Loan Closed-End and ETF Portfolio Series 35 - Cash,USA,NMFQS,USD,FUND,
FLRSTX,FLRSTX,USA,NMFQS,USD,Mutual Fund,
FLRU,Franklin FTSE Russia ETF,USA,NYSE ARCA,USD,ETF,US35473P7289
FLRXCX,FLRXCX,USA,NMFQS,USD,Mutual Fund,
FLRYZX,FLRYZX,USA,NMFQS,USD,Mutual Fund,
FLRZEX,FLRZEX,USA,NMFQS,USD,Mutual Fund,
FLSAX,FIDELITY ADVISOR LEVERAGED COMPANY STOCK FUND CLASS A,USA,NMFQS,USD,FUND,US3158054243
FLSCQ,Fgi Group Inc,USA,NASDAQ,USD,Common Stock,
FLSCX,FIDELITY ADVISOR LEVERAGED COMPANY STOCK FUND CLASS C,USA,NMFQS,USD,FUND,US3158053823
FLSFX,SALIENT TACTICAL MUNI & CREDIT FUND CLASS C,USA,NMFQS,USD,FUND,
FLSH,Msystems Ltd,USA,NASDAQ,USD,Common Stock,
FLSIX,SALIENT TACTICAL MUNI & CREDIT FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
FLSLX,SALIENT TACTICAL MUNI & CREDIT FUND CLASS A,USA,NMFQS,USD,FUND,
FLSMX,SALIENT TACTICAL MUNI & CREDIT FUND CLASS I2,USA,NMFQS,USD,FUND,
FLSQX,FRANKLIN PELAGOS COMMODITIES STRATEGY FUND CLASS A,USA,NMFQS,USD,FUND,US35241W6093
FLSR,FLASR Inc,USA,PINK,USD,Common Stock,
FLSRX,SALIENT TACTICAL MUNI & CREDIT FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
FLSTTX,FLSTTX,USA,NMFQS,USD,Mutual Fund,
FLSTX,FIDELITY ADVISOR LEVERAGED COMPANY STOCK FUND CLASS T,USA,NMFQS,USD,FUND,US3158054169
FLSTYX,FLSTYX,USA,NMFQS,USD,Mutual Fund,
FLSVX,FRANKLIN PELAGOS COMMODITIES STRATEGY FUND CLASS C,USA,NMFQS,USD,FUND,US35241W7083
FLSWAX,FLSWAX,USA,NMFQS,USD,Mutual Fund,
FLSWX,FRANKLIN PELAGOS COMMODITIES STRATEGY FUND CLASS R,USA,NMFQS,USD,FUND,
FLT,Fleetcor Technologies Inc,USA,NYSE,USD,Common Stock,US3390411052
FLTCBX,FLTCBX,USA,NMFQS,USD,Mutual Fund,
FLTCGX,FLTCGX,USA,NMFQS,USD,Mutual Fund,
FLTCX,NUVEEN LIMITED TERM MUNICIPAL BOND FUND NUVEEN LIMITED TERM MUNICIPAL BOND FUND - CLASS C2,USA,NMFQS,USD,FUND,US67065Q8309
FLTDF,Flow Traders N.V,USA,PINK,USD,Common Stock,
FLTEDX,FLTEDX,USA,NMFQS,USD,Mutual Fund,
FLTEIX,FLTEIX,USA,NMFQS,USD,Mutual Fund,
FLTGKX,FLTGKX,USA,NMFQS,USD,Mutual Fund,
FLTIX,NUVEEN SHORT TERM BOND FUND CLASS I,USA,NMFQS,USD,FUND,
FLTMQX,FLTMQX,USA,NMFQS,USD,Mutual Fund,
FLTN,Collaborative Investment Series Trust - Rareview Inflation/Deflation ETF,USA,BATS,USD,ETF,
FLTOSX,FLTOSX,USA,NMFQS,USD,Mutual Fund,
FLTSRX,FLTSRX,USA,NMFQS,USD,Mutual Fund,
FLTSWX,FLTSWX,USA,NMFQS,USD,Mutual Fund,
FLTSX,STRATEGIC ADVISERS INCOME OPPORTUNITIES FUND OF FUNDS CLASS F,USA,NMFQS,USD,FUND,
FLTT,Bull Run Capital Holdings Inc,USA,PINK,USD,Common Stock,
FLTTD,Bull Run Capital Holdings Inc,USA,PINK,USD,Common Stock,
FLTWQ,Fleetwood Enterprises Inc,USA,NYSE,USD,Common Stock,
FLTX,FleetMatics Group PLC,USA,NYSE,USD,Common Stock,
FLTXAX,FLTXAX,USA,NMFQS,USD,Mutual Fund,
FLUBX,FIDELITY STOCK SELECTOR LARGE CAP VALUE FUND FIDELITY ADVISOR STOCK SELECTOR LARGE CAP VALUE FUND: CLASS B,USA,NMFQS,USD,FUND,
FLUG,FLUG,USA,OTCMKTS,USD,Common Stock,
FLULOX,FLULOX,USA,NMFQS,USD,Mutual Fund,
FLURF,FluroTech Ltd,USA,OTCQB,USD,Common Stock,
FLUTRX,FLUTRX,USA,NMFQS,USD,Mutual Fund,
FLUXD,Flux Power Holdings Inc,USA,OTCMKTS,USD,Common Stock,
FLVAX,FRANKLIN LARGE CAP VALUE FUND CLASS A,USA,NMFQS,USD,FUND,
FLVEX,FIDELITY LARGE CAP VALUE ENHANCED INDEX FUND FIDELITY LARGE CAP VALUE ENHANCED INDEX FUND,USA,NMFQS,USD,FUND,US31606X2099
FLVIX,FIDELITY ADVISOR LEVERAGED COMPANY STOCK FUND CLASS I,USA,NMFQS,USD,FUND,US3158053740
FLWCZX,FLWCZX,USA,NMFQS,USD,Mutual Fund,
FLWPF,Flowr Corp,USA,PINK,USD,Common Stock,CA34354X1087
FLWR,Celebrity Inc,USA,PINK,USD,Common Stock,
FLWRNX,FLWRNX,USA,NMFQS,USD,Mutual Fund,
FLWTF,Flowtech Fluidpower plc,USA,OTCGREY,USD,Common Stock,
FLXBXX,FLXBXX,USA,NMFQS,USD,Mutual Fund,
FLXCX,Fidelity Flex Core Bond Fund,USA,NMFQS,USD,FUND,US31617L7800
FLXE,FlexEnergy Green Solutions Inc.,USA,NASDAQ,USD,Common Stock,US33938L1017
FLXGF,FlexiGroup Limited,USA,PINK,USD,Common Stock,
FLXIDX,FLXIDX,USA,NMFQS,USD,Mutual Fund,
FLXN_old,Flexion Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US33938J1060
FLXNF,Flex LNG Ltd,USA,PINK,USD,Common Stock,
FLXQF,FlexQube AB (publ),USA,OTCGREY,USD,Common Stock,
FLXSNX,FLXSNX,USA,NMFQS,USD,Mutual Fund,
FLXWMX,FLXWMX,USA,NMFQS,USD,FUND,
FLXWRX,FLXWRX,USA,NMFQS,USD,Mutual Fund,
FLXYOX,FLXYOX,USA,NMFQS,USD,FUND,
FLY_old,Fly Leasing Limited,USA,NYSE,USD,Common Stock,US34407D1090
FLY1,Airlease Ltd,USA,NYSE,USD,Common Stock,
FLYA,Soar Technology Acquisition Corp,USA,NYSE,USD,Common Stock,KYG824721123
FLYA-U,FLYA-U,USA,NYSE,USD,Common Stock,
FLYA-WS,FLYA-WS,USA,NYSE,USD,Common Stock,
FLYAQX,FLYAQX,USA,NMFQS,USD,FUND,
FLYBF,Flybe Group PLC,USA,OTCGREY,USD,Common Stock,
FLYCSX,FLYCSX,USA,NMFQS,USD,FUND,
FLYCXX,FLYCXX,USA,NMFQS,USD,Mutual Fund,
FLYEUX,FLYEUX,USA,NMFQS,USD,FUND,
FLYHBX,FLYHBX,USA,NMFQS,USD,Mutual Fund,
FLYI,Flyi Inc,USA,NASDAQ,USD,Common Stock,
FLYIYX,FLYIYX,USA,NMFQS,USD,FUND,
FLYLAX,FT 8919: Homebuilders Recovery Select Portfolio Series 24,USA,NMFQS,USD,FUND,
FLYLF,FLYHT Aerospace Solutions Ltd,USA,OTCQX,USD,Common Stock,
FLYNF,Flying Nickel Mining Corp,USA,OTCQB,USD,Common Stock,
FLYPJX,FLYPJX,USA,NMFQS,USD,Mutual Fund,
FLYR,Navigant International Inc,USA,NASDAQ,USD,Common Stock,
FLYT_old,Investment Managers Series Trust II - Tradr 2X Long FLY Daily ETF,USA,NYSE ARCA,USD,ETF,
FLYTIX,FLYTIX,USA,NMFQS,USD,FUND,
FLYTNX,FLYTNX,USA,NMFQS,USD,Mutual Fund,
FLYY,"Spirit Aviation Holdings, Inc.",USA,NMFQS,USD,Common Stock,
FLZA,Franklin FTSE South Africa ETF,USA,NYSE ARCA,USD,ETF,US35473P5796
FLZFUX,FLZFUX,USA,NMFQS,USD,FUND,
FLZOF,Fellazo Inc,USA,OTCGREY,USD,Common Stock,
FLZSLX,FLZSLX,USA,NMFQS,USD,Mutual Fund,
FLZUIX,FT 9159: Automated Quantitative Analysis (AQA) Portfolio Series 22 - Cash,USA,NMFQS,USD,FUND,
FLZWPX,FLZWPX,USA,NMFQS,USD,Mutual Fund,
FM,iShares MSCI Frontier and Select EM ETF,USA,NYSE ARCA,USD,ETF,US4642861458
FMA,Fracmaster Ltd,USA,NYSE,USD,Common Stock,
FMAAX,FEDERATED ABSOLUTE RETURN FUND CLASS A SHARES,USA,NMFQS,USD,FUND,US3141727434
FMABX,AIG MULTI-ASSET ALLOCATION FUND CLASS B,USA,NMFQS,USD,FUND,US86703Y1468
FMAC,FirstMark Horizon Acquisition Corp,USA,NYSE,USD,Common Stock,US85572U1025
FMAC-U,FMAC-U,USA,NYSE,USD,Common Stock,
FMAC-WS,FMAC-WS,USA,NYSE,USD,Common Stock,
FMAESX,FT 9256: Senior Loan Select Closed-End Portfolio Series 43 - Cash,USA,NMFQS,USD,FUND,
FMAKX,STRATEGIC ADVISERS CORE INCOME MULTI-MANAGER FUND CLASS F,USA,NMFQS,USD,FUND,
FMALX,FIDELITY ADVISOR SERIES GROWTH & INCOME FUND FIDELITY ADVISOR SERIES GROWTH & INCOME FUND,USA,NMFQS,USD,FUND,
FMAR_old,Capital Trust Holdings Inc,USA,BATS,USD,Common Stock,
FMARJX,FMARJX,USA,NMFQS,USD,Mutual Fund,
FMARX,RX TACTICAL ROTATION FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
FMATGX,FT 9289: Technology Dividend Portfolio Series 38 - Cash,USA,NMFQS,USD,FUND,
FMATX,AIG MULTI-ASSET ALLOCATION FUND CLASS C,USA,NMFQS,USD,FUND,US86703Y1385
FMAX,Full Spectrum Inc,USA,NASDAQ,USD,Common Stock,
FMAZRX,FMAZRX,USA,NMFQS,USD,Mutual Fund,
FMBAX,Fidelity Salem Street Trust - Municipal Core Plus Bond Fund,USA,NMFQS,USD,FUND,
FMBBX,FEDERATED ABSOLUTE RETURN FUND CLASS B SHARES,USA,NMFQS,USD,FUND,US3141727350
FMBD,First Mutual Bancorp Inc,USA,NASDAQ,USD,Common Stock,
FMBE,FMB Equibanc Inc,USA,PINK,USD,Common Stock,
FMBEX,Fidelity Salem Street Trust - Municipal Core Plus Bond Fund,USA,NMFQS,USD,Mutual Fund,
FMBFX,Fidelity Salem Street Trust - Municipal Core Plus Bond Fund,USA,NMFQS,USD,Mutual Fund,
FMBGX,Fidelity Salem Street Trust - Municipal Core Plus Bond Fund,USA,NMFQS,USD,Mutual Fund,
FMBHX,Fidelity Salem Street Trust - Municipal Core Plus Bond Fund,USA,NMFQS,USD,Mutual Fund,
FMBI,First Midwest Bancorp Inc,USA,NASDAQ,USD,Common Stock,US3208671046
FMBIO,First Midwest Bancorp Inc,USA,NASDAQ,USD,Common Stock,
FMBIP,First Midwest Bancorp Inc,USA,NASDAQ,USD,Common Stock,
FMBIX,Fidelity Municipal Bond Index Fund,USA,NMFQS,USD,FUND,US31635T7651
FMBJ,FIRST MENASHA BANCSH,USA,OTCMKTS,USD,Common Stock,
FMBJWX,FMBJWX,USA,NMFQS,USD,Mutual Fund,
FMBK,mBank SA,USA,NASDAQ,USD,Common Stock,
FMBKX,STRATEGIC ADVISERS INTERNATIONAL MULTI-MANAGER FUND CLASS F,USA,NMFQS,USD,FUND,
FMBMX,Fidelity Salem Street Trust - Municipal Core Plus Bond Fund,USA,NMFQS,USD,Mutual Fund,
FMBRF,Famous Brands Limited,USA,PINK,USD,Common Stock,
FMCBX,FIDELITY ADVISOR STOCK SELECTOR MID CAP FUND CLASS B,USA,NMFQS,USD,FUND,
FMCFX,FIDELITY MUNICIPAL INCOME 2019 FUND FIDELITY MUNICIPAL INCOME 2019 FUND,USA,NMFQS,USD,FUND,US3161464488
FMCI,Forum Merger II Corporation,USA,NASDAQ,USD,Common Stock,US2124811058
FMCIR,Forum Merger Corporation Right,USA,NASDAQ,USD,Common Stock,
FMCIU,Forum Merger II Corporation,USA,NASDAQ,USD,Common Stock,US34986F2020
FMCIW,Forum Merger II Corporation WT EXP 093025,USA,NASDAQ,USD,Common Stock,
FMCIX,FOUNDRY MICRO CAP VALUE FUND CLASS I SHARES,USA,NMFQS,USD,FUND,
FMCLBX,FMCLBX,USA,NMFQS,USD,Mutual Fund,
FMCMYX,FMCMYX,USA,NMFQS,USD,Mutual Fund,
FMCN,Focus Media Holding LTD,USA,NASDAQ,USD,Common Stock,
FMCO,Fms Financial Corp,USA,NASDAQ,USD,Common Stock,
FMCTEX,FMCTEX,USA,NMFQS,USD,Mutual Fund,
FMCTJX,FMCTJX,USA,NMFQS,USD,Mutual Fund,
FMCVLX,FMCVLX,USA,NMFQS,USD,Mutual Fund,
FMCXNX,FMCXNX,USA,NMFQS,USD,Mutual Fund,
FMCYX,NUVEEN MID CAP INDEX FUND CLASS R3,USA,NMFQS,USD,FUND,
FMCZPX,FMCZPX,USA,NMFQS,USD,Mutual Fund,
FMD,The First Marblehead Corp,USA,NYSE,USD,Common Stock,
FMDAX,NUVEEN SMALL CAP INDEX FUND CLASS A,USA,NMFQS,USD,FUND,
FMDBRX,FMDBRX,USA,NMFQS,USD,Mutual Fund,
FMDFVX,FMDFVX,USA,NMFQS,USD,Mutual Fund,
FMDG,Fieldstone Merlin Dynamic Lg Cp Gr ETF,USA,NYSE ARCA,USD,ETF,US84858T1034
FMDJZX,FMDJZX,USA,NMFQS,USD,Mutual Fund,
FMDNYX,FMDNYX,USA,NMFQS,USD,Mutual Fund,
